F,Tcmp,kappa
[0.3 0.3 0.3 0.3 0.3],0.63,0.004628780072936349
[0.3 0.3 0.3 0.3 0.3],0.63,0.004635180028843615
[0.3 0.3 0.3 0.3 0.3],0.63,0.004641588833612782
[0.3 0.3 0.3 0.3 0.3],0.63,0.004648006499478669
[0.3 0.3 0.3 0.3 0.3],0.63,0.004654433038693023
[0.3 0.3 0.3 0.3 0.3],0.63,0.00466086846352453
[0.3 0.3 0.3 0.3 0.3],0.63,0.004667312786258836
[0.3 0.3 0.3 0.3 0.3],0.63,0.0046737660191985735
[0.3 0.3 0.3 0.3 0.3],0.63,0.004680228174663388
[0.3 0.3 0.3 0.3 0.3],0.63,0.004686699264989956
[0.3 0.3 0.3 0.3 0.3],0.63,0.004693179302532013
[0.3 0.3 0.3 0.3 0.3],0.63,0.0046996682996603735
[0.3 0.3 0.3 0.3 0.3],0.63,0.004706166268762964
[0.3 0.3 0.3 0.3 0.3],0.63,0.004712673222244821
[0.3 0.3 0.3 0.3 0.3],0.63,0.00471918917252815
[0.3 0.3 0.3 0.3 0.3],0.63,0.004725714132052328
[0.3 0.3 0.3 0.3 0.3],0.63,0.004732248113273927
[0.3 0.3 0.3 0.3 0.3],0.63,0.004738791128666746
[0.3 0.3 0.3 0.3 0.3],0.63,0.004745343190721829
[0.3 0.3 0.3 0.3 0.3],0.63,0.004751904311947496
[0.3 0.3 0.3 0.3 0.3],0.63,0.004758474504869346
[0.3 0.3 0.3 0.3 0.3],0.63,0.004765053782030315
[0.3 0.3 0.3 0.3 0.3],0.63,0.00477164215599067
[0.3 0.3 0.3 0.3 0.3],0.63,0.004778239639328049
[0.3 0.3 0.3 0.3 0.3],0.63,0.00478484624463748
[0.3 0.3 0.3 0.3 0.3],0.63,0.004791461984531405
[0.3 0.3 0.3 0.3 0.3],0.63,0.004798086871639703
[0.3 0.3 0.3 0.3 0.3],0.63,0.004804720918609717
[0.3 0.3 0.3 0.3 0.3],0.63,0.0048113641381062775
[0.3 0.3 0.3 0.3 0.3],0.63,0.004818016542811729
[0.3 0.3 0.3 0.3 0.3],0.63,0.004824678145425938
[0.3 0.3 0.3 0.3 0.3],0.63,0.004831348958666346
[0.3 0.3 0.3 0.3 0.3],0.63,0.004838028995267969
[0.3 0.3 0.3 0.3 0.3],0.63,0.004844718267983436
[0.3 0.3 0.3 0.3 0.3],0.63,0.004851416789583006
[0.3 0.3 0.3 0.3 0.3],0.63,0.004858124572854598
[0.3 0.3 0.3 0.3 0.3],0.63,0.004864841630603801
[0.3 0.3 0.3 0.3 0.3],0.63,0.0048715679756539225
[0.3 0.3 0.3 0.3 0.3],0.63,0.004878303620845995
[0.3 0.3 0.3 0.3 0.3],0.63,0.004885048579038806
[0.3 0.3 0.3 0.3 0.3],0.63,0.004891802863108921
[0.3 0.3 0.3 0.3 0.3],0.63,0.004898566485950711
[0.3 0.3 0.3 0.3 0.3],0.63,0.004905339460476374
[0.3 0.3 0.3 0.3 0.3],0.63,0.004912121799615962
[0.3 0.3 0.3 0.3 0.3],0.63,0.004918913516317404
[0.3 0.3 0.3 0.3 0.3],0.63,0.004925714623546531
[0.3 0.3 0.3 0.3 0.3],0.63,0.004932525134287107
[0.3 0.3 0.3 0.3 0.3],0.63,0.004939345061540832
[0.3 0.3 0.3 0.3 0.3],0.63,0.004946174418327399
[0.3 0.3 0.3 0.3 0.3],0.63,0.004953013217684496
[0.3 0.3 0.3 0.3 0.3],0.63,0.004959861472667839
[0.3 0.3 0.3 0.3 0.3],0.63,0.004966719196351195
[0.3 0.3 0.3 0.3 0.3],0.63,0.004973586401826412
[0.3 0.3 0.3 0.3 0.3],0.63,0.004980463102203425
[0.3 0.3 0.3 0.3 0.3],0.63,0.004987349310610307
[0.3 0.3 0.3 0.3 0.3],0.63,0.004994245040193284
[0.3 0.3 0.3 0.3 0.3],0.63,0.005001150304116753
[0.3 0.3 0.3 0.3 0.3],0.63,0.005008065115563314
[0.3 0.3 0.3 0.3 0.3],0.63,0.005014989487733796
[0.3 0.3 0.3 0.3 0.3],0.63,0.005021923433847279
[0.3 0.3 0.3 0.3 0.3],0.63,0.005028866967141116
[0.3 0.3 0.3 0.3 0.3],0.63,0.00503582010087097
[0.3 0.3 0.3 0.3 0.3],0.63,0.005042782848310832
[0.3 0.3 0.3 0.3 0.3],0.63,0.0050497552227530326
[0.3 0.3 0.3 0.3 0.3],0.63,0.005056737237508295
[0.3 0.3 0.3 0.3 0.3],0.63,0.005063728905905742
[0.3 0.3 0.3 0.3 0.3],0.63,0.005070730241292927
[0.3 0.3 0.3 0.3 0.3],0.63,0.005077741257035856
[0.3 0.3 0.3 0.3 0.3],0.63,0.005084761966519024
[0.3 0.3 0.3 0.3 0.3],0.63,0.005091792383145412
[0.3 0.3 0.3 0.3 0.3],0.63,0.005098832520336551
[0.3 0.3 0.3 0.3 0.3],0.63,0.005105882391532524
[0.3 0.3 0.3 0.3 0.3],0.63,0.005112942010191996
[0.3 0.3 0.3 0.3 0.3],0.63,0.005120011389792241
[0.3 0.3 0.3 0.3 0.3],0.63,0.0051270905438291665
[0.3 0.3 0.3 0.3 0.3],0.63,0.005134179485817342
[0.3 0.3 0.3 0.3 0.3],0.63,0.00514127822929002
[0.3 0.3 0.3 0.3 0.3],0.63,0.0051483867877991675
[0.3 0.3 0.3 0.3 0.3],0.63,0.005155505174915487
[0.3 0.3 0.3 0.3 0.3],0.63,0.00516263340422845
[0.3 0.3 0.3 0.3 0.3],0.63,0.005169771489346303
[0.3 0.3 0.3 0.3 0.3],0.63,0.005176919443896122
[0.3 0.3 0.3 0.3 0.3],0.63,0.00518407728152382
[0.3 0.3 0.3 0.3 0.3],0.63,0.005191245015894178
[0.3 0.3 0.3 0.3 0.3],0.63,0.005198422660690869
[0.3 0.3 0.3 0.3 0.3],0.63,0.005205610229616491
[0.3 0.3 0.3 0.3 0.3],0.63,0.005212807736392574
[0.3 0.3 0.3 0.3 0.3],0.63,0.005220015194759635
[0.3 0.3 0.3 0.3 0.3],0.63,0.005227232618477182
[0.3 0.3 0.3 0.3 0.3],0.63,0.00523446002132375
[0.3 0.3 0.3 0.3 0.3],0.63,0.005241697417096923
[0.3 0.3 0.3 0.3 0.3],0.63,0.005248944819613364
[0.3 0.3 0.3 0.3 0.3],0.63,0.005256202242708838
[0.3 0.3 0.3 0.3 0.3],0.63,0.0052634697002382404
[0.3 0.3 0.3 0.3 0.3],0.63,0.005270747206075624
[0.3 0.3 0.3 0.3 0.3],0.63,0.005278034774114221
[0.3 0.3 0.3 0.3 0.3],0.63,0.005285332418266483
[0.3 0.3 0.3 0.3 0.3],0.63,0.00529264015246408
[0.3 0.3 0.3 0.3 0.3],0.63,0.005299957990657958
[0.3 0.3 0.3 0.3 0.3],0.63,0.0053072859468183495
[0.3 0.3 0.3 0.3 0.3],0.63,0.005314624034934803
[0.3 0.3 0.3 0.3 0.3],0.63,0.005321972269016208
[0.3 0.3 0.3 0.3 0.3],0.63,0.00532933066309083
[0.3 0.3 0.3 0.3 0.3],0.63,0.005336699231206312
[0.3 0.3 0.3 0.3 0.3],0.63,0.005344077987429741
[0.3 0.3 0.3 0.3 0.3],0.63,0.005351466945847643
[0.3 0.3 0.3 0.3 0.3],0.63,0.0053588661205660245
[0.3 0.3 0.3 0.3 0.3],0.63,0.005366275525710393
[0.3 0.3 0.3 0.3 0.3],0.63,0.005373695175425787
[0.3 0.3 0.3 0.3 0.3],0.63,0.005381125083876805
[0.3 0.3 0.3 0.3 0.3],0.63,0.005388565265247627
[0.3 0.3 0.3 0.3 0.3],0.63,0.005396015733742048
[0.3 0.3 0.3 0.3 0.3],0.63,0.005403476503583502
[0.3 0.3 0.3 0.3 0.3],0.63,0.005410947589015077
[0.3 0.3 0.3 0.3 0.3],0.63,0.005418429004299571
[0.3 0.3 0.3 0.3 0.3],0.63,0.005425920763719493
[0.3 0.3 0.3 0.3 0.3],0.63,0.005433422881577102
[0.3 0.3 0.3 0.3 0.3],0.63,0.005440935372194433
[0.3 0.3 0.3 0.3 0.3],0.63,0.005448458249913328
[0.3 0.3 0.3 0.3 0.3],0.63,0.00545599152909544
[0.3 0.3 0.3 0.3 0.3],0.63,0.005463535224122297
[0.3 0.3 0.3 0.3 0.3],0.63,0.005471089349395308
[0.3 0.3 0.3 0.3 0.3],0.63,0.0054786539193357915
[0.3 0.3 0.3 0.3 0.3],0.63,0.005486228948385006
[0.3 0.3 0.3 0.3 0.3],0.63,0.005493814451004178
[0.3 0.3 0.3 0.3 0.3],0.63,0.0055014104416745285
[0.3 0.3 0.3 0.3 0.3],0.63,0.0055090169348973
[0.3 0.3 0.3 0.3 0.3],0.63,0.005516633945193785
[0.3 0.3 0.3 0.3 0.3],0.63,0.005524261487105357
[0.3 0.3 0.3 0.3 0.3],0.63,0.005531899575193495
[0.3 0.3 0.3 0.3 0.3],0.63,0.0055395482240398
[0.3 0.3 0.3 0.3 0.3],0.63,0.005547207448246047
[0.3 0.3 0.3 0.3 0.3],0.63,0.0055548772624341965
[0.3 0.3 0.3 0.3 0.3],0.63,0.005562557681246426
[0.3 0.3 0.3 0.3 0.3],0.63,0.005570248719345157
[0.3 0.3 0.3 0.3 0.3],0.63,0.00557795039141309
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.0055856627121532105
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005593385696288848
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005601119358563684
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005608863713741786
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005616618776607635
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005624384561966154
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005632161084642734
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005639948359483266
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005647746401354166
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005655555225142415
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005663374845755554
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005671205278121756
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005679046537189831
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005686898637929253
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005694761595330197
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005702635424403564
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005710520140181013
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005718415757714971
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005726322292078694
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.0057342397583662755
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005742168171692674
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.0057501075471937495
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.00575805790002629
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005766019245368039
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005773991598417726
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005781974974395094
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.0057899693885409345
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005797974856117098
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.00580599139240655
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005814019012713383
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.0058220577323628495
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005830107566701391
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005838168531096674
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005846240640937595
[0.3  0.31 0.3  0.3  0.3 ],0.62,0.005854323911634344
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.0058624183586184165
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.00587052399734264
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.005878640843281208
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.005886768911929712
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.005894908218805166
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.005903058779446039
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.0059112206094122845
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.005919393724285371
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.0059275781396683136
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.005935773871185687
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.005943980934483682
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.005952199345230122
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.005960429119114489
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.0059686702718479605
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.005976922819163442
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.005985186776815574
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.005993462160580798
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.006001748986257363
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.006010047269665363
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.006018357026646762
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.00602667827306543
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.006035011024807171
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.006043355297779753
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.006051711107912939
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.0060600784711585245
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.006068457403490339
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.0060768479209043205
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.006085250039418514
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.006093663775073114
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.006102089143930492
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.00611052616207523
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.006118974845614151
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.0061274352106763345
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.006135907273413176
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.006144391049998397
[0.3  0.31 0.3  0.3  0.3 ],0.61,0.006152886556628084
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006161393809520712
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006169912824917185
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006178443619080862
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006186986208297584
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006195540608875715
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006204106837146171
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.0062126849094624285
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006221274842200597
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006229876651759419
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006238490354560311
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006247115967047396
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006255753505687539
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006264402986970352
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.0062730644274082694
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006281737843536546
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006290423251913302
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006299120669119548
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006307830111759224
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006316551596459224
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006325285139869435
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006334030758662762
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006342788469535164
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006351558289205688
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.0063603402344164835
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006369134321932863
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006377940568543315
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006386758991059541
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006395589606316486
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.00640443243117238
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006413287482508739
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.0064221547772304426
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006431034332265737
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006439926164566273
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006448830291107141
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006457746728886901
[0.3  0.32 0.3  0.3  0.3 ],0.6,0.006466675494927614
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006475616606274882
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006484570079997868
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006493535933189348
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006502514182965707
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.00651150484646702
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.00652050794085705
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006529523483323294
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006538551491077013
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006547591981353264
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006556644971410939
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006565710478532777
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.0065747885200254305
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.0065838791132194745
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006592982275469447
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.0066020980241538775
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.0066112263766753285
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006620367350460423
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006629520962959876
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006638687231648534
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006647866174025409
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.00665705780761369
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006666262149960813
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006675479218638471
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006684709031242649
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006693951605393664
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006703206958736201
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006712475108939324
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006721756073696541
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006731049870725822
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006740356517769636
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.0067496760325949775
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006759008432993412
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006768353736781103
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006777711961798845
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006787083125912102
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006796467247011041
[0.3  0.32 0.3  0.3  0.3 ],0.59,0.006805864343010567
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.00681527443185034
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.006824697531494841
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.006834133659933384
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.006843582835180154
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.006853045075274247
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.006862520398279704
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.006872008822285522
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.006881510365405732
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.0068910250457794
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.006900552881570672
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.006910093890968813
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.006919648092188231
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.006929215503468523
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.0069387961430745024
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.006948390029296237
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.00695799718044909
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.006967617614873729
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.006977251350936197
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.006986898407027928
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.006996558801565783
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007006232552992086
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007015919679774664
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.00702562020040688
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.00703533413340765
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007045061497321514
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007054802310718645
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007064556592194895
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007074324360371825
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007084105633896742
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.0070939004314427385
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007103708771708723
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007113530673419459
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007123366155325607
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.00713321523620373
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007143077934856376
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007152954270112081
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007162844260825415
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.0071727479258770176
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007182665284173642
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007192596354648156
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.0072025411562596335
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.0072124997079933495
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007222472028860831
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007232458137899891
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007242458054174665
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007252471796775648
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.0072624993848197286
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007272540837450228
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007282596173836938
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007292665413176159
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007302748574690715
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007312845677630025
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007322956741270123
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007333081784913688
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007343220827890092
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007353373889555438
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007363540989292571
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007373722146511156
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007383917380647688
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007394126711165537
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007404350157554982
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007414587739333252
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007424839476044559
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007435105387260139
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.0074453854925782895
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007455679811624411
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007465988364051016
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007476311169537814
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.0074866482477917145
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.0074969996185468785
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007507365301564748
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007517745316634091
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007528139683571042
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007538548422219114
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007548971552449275
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007559409094159964
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.0075698610672771316
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007580327491754277
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007590808387572489
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007601303774740485
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007611813673294643
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.00762233810329905
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007632877084845537
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007643430638053695
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007653998783070954
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.0076645815400725945
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007675178929261792
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007685790970869656
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007696417685155276
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.0077070590924057285
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007717715212936164
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007728386067089815
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007739071675238038
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007749772057780361
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007760487235144511
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007771217227786464
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.0077819620561904775
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007792721740869132
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.00780349630236337
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007814285761242542
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007825090138104413
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007835909453575257
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007846743728309851
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007857592982991537
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007868457238332252
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007879336515072576
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007890230833981745
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007901140215857734
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007912064681527269
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007923004251845866
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007933958947697883
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.00794492878999655
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007955913799684014
[0.3  0.33 0.3  0.3  0.3 ],0.58,0.007966913997731377
